row_id,input_url,content_type,text_raw,text_norm,sentiment_label,sentiment_confidence,watch_intent_label,watch_intent_confidence,confusion_flag,theme_id,theme_label,theme_human_label,theme_description,theme_confidence,is_canonical,canonical_id,label_source
r123,https://www.instagram.com/reel/DW20px2kiNY/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r124,https://www.instagram.com/reel/DW20px2kiNY/,comment,#stopexecutionpalestine #stopexcutionbill #StopExecutionBill,#stopexecutionpalestine #stopexcutionbill #stopexecutionbill,neg,0.3511,low,0.3544,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.7847,1,c78,model
r125,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r126,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r127,https://www.instagram.com/reel/DW20px2kiNY/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r128,https://www.instagram.com/reel/DW20px2kiNY/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r129,https://www.instagram.com/reel/DW20px2kiNY/,comment,Clever!,clever!,neu,0.3533,med,0.3592,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9071,1,c79,model
r130,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r131,https://www.instagram.com/reel/DW20px2kiNY/,comment,She is blond????,she is blond????,neu,0.3588,med,0.3407,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.9116,1,c80,model
r132,https://www.instagram.com/reel/DW20px2kiNY/,comment,Now they kneed a room.,now they kneed a room.,neu,0.3657,high,0.3395,0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8726,1,c81,model
r133,https://www.instagram.com/reel/DW20px2kiNY/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r134,https://www.instagram.com/reel/DW20px2kiNY/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r135,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r136,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r137,https://www.instagram.com/reel/DW20px2kiNY/,comment,"So the only difference between liking him and not, was smoothness?","so the only difference between liking him and not, was smoothness?",neu,0.3486,med,0.3548,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8241,1,c82,model
r138,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r139,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r140,https://www.instagram.com/reel/DW20px2kiNY/,comment,???????? nice one,???????? nice one,pos,0.3639,med,0.3513,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8840,1,c83,model
r141,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r142,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r143,https://www.instagram.com/reel/DW20px2kiNY/,comment,Oooommmggggg ??slay,oooommmggggg ??slay,neu,0.3524,low,0.3420,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8729,1,c84,model
r144,https://www.instagram.com/reel/DW20px2kiNY/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r145,https://www.instagram.com/reel/DW20px2kiNY/,comment,The thing about this kind of guy… he does it with every girl he meets. Lelz,the thing about this kind of guy… he does it with every girl he meets. lelz,neu,0.3444,low,0.3418,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8447,1,c85,model
r146,https://www.instagram.com/reel/DW20px2kiNY/,comment,Smooth,smooth,neu,0.3560,low,0.3630,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9299,1,c86,model
r147,https://www.instagram.com/reel/DW20px2kiNY/,comment,"“I respect myself more” get up, sit down somewhere else. Jump out the plane. If youre insecure to do any of those put on headphones","“i respect myself more” get up, sit down somewhere else. jump out the plane. if youre insecure to do any of those put on headphones",neg,0.3420,low,0.3520,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8572,1,c87,model
r148,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r149,https://www.instagram.com/reel/DW20px2kiNY/,comment,??????????,??????????,neu,0.3787,med,0.3490,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model
r150,https://www.instagram.com/reel/DW20px2kiNY/,comment,perfect Duolingo ad @duolingo ingo,perfect duolingo ad ingo,neu,0.3582,med,0.3353,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8644,1,c88,model
r151,https://www.instagram.com/reel/DW20px2kiNY/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r152,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r153,https://www.instagram.com/reel/DW20px2kiNY/,comment,Smooooth ????,smooooth ????,neu,0.3548,med,0.3408,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9326,1,c89,model
r154,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r155,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r156,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r157,https://www.instagram.com/reel/DW20px2kiNY/,comment,Movie name,movie name,neu,0.3595,high,0.3798,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9475,1,c90,model
r158,https://www.instagram.com/reel/DW20px2kiNY/,comment,Okie Okie????,okie okie????,neu,0.3821,low,0.3398,1,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.8913,1,c91,model
r159,https://www.instagram.com/reel/DW20px2kiNY/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r160,https://www.instagram.com/reel/DW20px2kiNY/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r161,https://www.instagram.com/reel/DW20px2kiNY/,comment,Nice ????,nice ????,neu,0.3609,med,0.3488,1,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9328,0,c66,model
r162,https://www.instagram.com/reel/DW20px2kiNY/,comment,Ai????,ai????,neu,0.3893,med,0.3525,1,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.9461,1,c92,model
r163,https://www.instagram.com/reel/DW20px2kiNY/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r164,https://www.instagram.com/reel/DW20px2kiNY/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r165,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r166,https://www.instagram.com/reel/DW20px2kiNY/,comment,"Can someone ""kneed me"" over here ?????? ---------------------------->>>","can someone ""kneed me"" over here ?????? ---------------------------->>>",neu,0.3675,high,0.3351,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.9494,1,c93,model
r167,https://www.instagram.com/reel/DW20px2kiNY/,comment,Knee game,knee game,neu,0.3487,low,0.3510,0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.9131,1,c94,model
r168,https://www.instagram.com/reel/DW20px2kiNY/,comment,@duolingo ??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r169,https://www.instagram.com/reel/DW20px2kiNY/,comment,I'm just gonna knee every single cutie out there ?????? challenge accepted,i'm just gonna knee every single cutie out there ?????? challenge accepted,neu,0.3397,med,0.3362,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8776,1,c95,model
r170,https://www.instagram.com/reel/DW20px2kiNY/,comment,"I don't think that you will be able to say ""you need me"" when you get it on your balls","i don't think that you will be able to say ""you need me"" when you get it on your balls",neg,0.3528,low,0.3600,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8958,1,c96,model
r171,https://www.instagram.com/reel/DW20px2kiNY/,comment,I’m using this line ?????? smooth,i’m using this line ?????? smooth,neu,0.3537,med,0.3387,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8946,1,c97,model
r172,https://www.instagram.com/reel/DW20px2kiNY/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r173,https://www.instagram.com/reel/DW20px2kiNY/,comment,Movie name??,movie name??,neu,0.3682,high,0.3796,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9410,1,c98,model
r174,https://www.instagram.com/reel/DW20px2kiNY/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r175,https://www.instagram.com/reel/DW20px2kiNY/,comment,Now how simple and smooth was that??,now how simple and smooth was that??,neu,0.3547,med,0.3469,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8972,1,c99,model
r176,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r177,https://www.instagram.com/reel/DW20px2kiNY/,comment,"@thecinema.feed Movie or show? If one, title please",".feed movie or show? if one, title please",neu,0.3722,high,0.4018,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8659,1,c100,llm
r178,https://www.instagram.com/reel/DW20px2kiNY/,comment,It's ai right,it's ai right,neu,0.3807,low,0.3485,1,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.9497,1,c101,llm
r179,https://www.instagram.com/reel/DW20px2kiNY/,comment,"Bro, why are you laughing?? Stop imagining ??","bro, why are you laughing?? stop imagining ??",neg,0.3456,low,0.3476,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9018,1,c102,llm
r180,https://www.instagram.com/reel/DW20px2kiNY/,comment,@ms_agnes__,,,,,,,,,,,,0,,
r181,https://www.instagram.com/reel/DW20px2kiNY/,comment,Well I have got to say not everyone can pull that off… you've got to have acquired the fountain of youth and a pure white lotus to pull this off ??,well i have got to say not everyone can pull that off… you've got to have acquired the fountain of youth and a pure white lotus to pull this off ??,pos,0.3454,low,0.3463,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8419,1,c103,llm
r182,https://www.instagram.com/reel/DW20px2kiNY/,comment,that mf don't miss??,that mf don't miss??,pos,0.3600,low,0.3578,0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8863,1,c104,llm
r183,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r184,https://www.instagram.com/reel/DW20px2kiNY/,comment,Smooth and cute ??,smooth and cute ??,pos,0.3485,low,0.3542,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9198,1,c105,llm
r185,https://www.instagram.com/reel/DW20px2kiNY/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r186,https://www.instagram.com/reel/DW20px2kiNY/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r187,https://www.instagram.com/reel/DW20px2kiNY/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r188,https://www.instagram.com/reel/DW20px2kiNY/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r189,https://www.instagram.com/reel/DW20px2kiNY/,comment,I need you... to say sorry,i need you... to say sorry,neg,0.3469,low,0.3570,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8915,1,c106,llm
r190,https://www.instagram.com/reel/DW20px2kiNY/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r191,https://www.instagram.com/reel/DW20px2kiNY/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r192,https://www.instagram.com/reel/DW20px2kiNY/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r193,https://www.instagram.com/reel/DW20px2kiNY/,comment,,,,,,,,,,,,,0,,
r194,https://www.instagram.com/reel/DW20px2kiNY/,comment,He looks 17 ??,he looks 17 ??,neu,0.3507,low,0.3484,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8694,1,c107,llm
r195,https://www.instagram.com/reel/DW20px2kiNY/,comment,Ok that's smooth ??,ok that's smooth ??,pos,0.3718,low,0.3519,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9421,1,c108,llm
